"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","y"
"22289",39,"admin.","married","university.degree","unknown","yes","yes","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"15008",34,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"34443",29,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","may","thu",5,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"36537",24,"student","single","high.school","no","yes","no","cellular","jun","wed",3,999,0,"nonexistent",-2.9,92.963,-40.8,"no"
"29596",44,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon",3,999,1,"failure",-1.8,93.075,-47.1,"no"
"32871",36,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"23498",32,"technician","married","professional.course","no","yes","no","cellular","aug","thu",6,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"14336",50,"admin.","divorced","basic.9y","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"18944",50,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"17956",53,"services","married","high.school","no","no","yes","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"31211",34,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8970",37,"entrepreneur","married","university.degree","no","unknown","unknown","telephone","jun","thu",7,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"29696",33,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",3,999,2,"failure",-1.8,93.075,-47.1,"no"
"12909",34,"technician","single","university.degree","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"28571",40,"blue-collar","divorced","unknown","unknown","no","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"33178",27,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,11,1,"success",-1.8,92.893,-46.2,"no"
"8406",46,"management","married","basic.9y","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"25930",44,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"126",42,"admin.","married","university.degree","no","no","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"27408",44,"self-employed","married","professional.course","no","yes","no","telephone","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"10080",33,"blue-collar","divorced","basic.9y","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"12047",29,"admin.","single","high.school","no","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"32929",30,"admin.","single","university.degree","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,"no"
"32009",34,"services","single","high.school","no","yes","no","cellular","may","thu",3,999,1,"failure",-1.8,92.893,-46.2,"no"
"15099",58,"blue-collar","divorced","basic.4y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"29538",50,"blue-collar","married","basic.9y","no","no","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"9239",50,"management","married","university.degree","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"20928",58,"technician","divorced","university.degree","unknown","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"728",48,"entrepreneur","married","university.degree","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"14056",36,"admin.","married","university.degree","unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"9626",54,"unemployed","single","basic.6y","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"7130",29,"self-employed","married","university.degree","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"38674",29,"technician","single","professional.course","no","unknown","unknown","cellular","nov","wed",2,999,1,"failure",-3.4,92.649,-30.1,"no"
"4103",36,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"9598",36,"technician","married","professional.course","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"3108",37,"admin.","divorced","high.school","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"19093",32,"admin.","single","high.school","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"9533",30,"blue-collar","single","basic.4y","unknown","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"14456",32,"management","divorced","university.degree","no","no","no","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"37167",46,"blue-collar","married","professional.course","no","no","no","cellular","aug","thu",5,999,0,"nonexistent",-2.9,92.201,-31.4,"no"
"39670",52,"management","married","university.degree","no","no","no","cellular","may","fri",5,999,1,"failure",-1.8,93.876,-40,"no"
"10689",40,"technician","married","basic.9y","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"2055",29,"management","single","university.degree","no","yes","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"27215",52,"unemployed","married","university.degree","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,"no"
"2361",53,"admin.","married","university.degree","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"21900",43,"management","married","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"4787",43,"admin.","married","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"8448",59,"retired","married","professional.course","no","yes","no","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"17430",44,"management","married","high.school","unknown","yes","no","telephone","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"19274",50,"technician","married","professional.course","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"35992",29,"admin.","single","university.degree","no","no","yes","cellular","may","tue",2,3,1,"success",-1.8,92.893,-46.2,"no"
"21584",49,"admin.","married","high.school","no","yes","yes","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"33317",32,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8318",49,"blue-collar","married","basic.4y","no","no","no","telephone","jun","tue",5,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"12466",32,"management","single","university.degree","no","no","no","telephone","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"35125",37,"services","married","high.school","no","yes","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,"no"
"39759",33,"admin.","married","university.degree","no","yes","no","cellular","may","fri",2,999,3,"failure",-1.8,93.876,-40,"no"
"31800",33,"technician","married","university.degree","no","no","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"32674",27,"self-employed","married","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"13855",24,"student","single","basic.4y","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"22216",60,"self-employed","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"24163",36,"unemployed","divorced","high.school","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"11933",32,"services","married","high.school","no","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"33957",38,"blue-collar","single","basic.6y","no","yes","yes","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"17295",56,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",9,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"17359",34,"admin.","married","high.school","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"32147",39,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"17158",31,"admin.","single","high.school","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"16309",47,"blue-collar","single","unknown","unknown","yes","no","cellular","jul","tue",10,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"966",47,"services","married","unknown","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"20760",37,"technician","married","professional.course","no","yes","yes","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"17648",49,"technician","married","university.degree","no","no","no","cellular","jul","mon",15,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"28158",26,"admin.","married","high.school","no","yes","no","telephone","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"18685",31,"services","single","high.school","no","no","no","cellular","jul","thu",35,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"10371",43,"technician","single","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"4386",32,"services","married","high.school","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"742",55,"housemaid","married","basic.4y","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"17894",28,"technician","single","university.degree","unknown","no","no","telephone","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"17523",47,"blue-collar","married","professional.course","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"6616",35,"entrepreneur","married","high.school","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"32379",29,"blue-collar","single","basic.4y","unknown","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"26814",32,"services","married","basic.4y","unknown","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"15312",37,"technician","married","professional.course","no","yes","no","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"37533",72,"retired","divorced","basic.4y","no","yes","yes","cellular","aug","thu",2,999,1,"failure",-2.9,92.201,-31.4,"no"
"26733",31,"services","single","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"15205",25,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"10297",33,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"23214",37,"services","married","high.school","no","no","no","cellular","aug","tue",7,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"6300",55,"technician","married","basic.6y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"5982",50,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23899",29,"admin.","single","university.degree","no","yes","no","telephone","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"12605",36,"services","married","high.school","unknown","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"12362",41,"management","married","university.degree","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"22288",38,"admin.","married","university.degree","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"28869",31,"student","single","unknown","unknown","no","no","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,"no"
"8412",31,"technician","single","professional.course","no","no","no","telephone","jun","tue",5,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"29964",57,"self-employed","married","basic.4y","no","yes","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"23800",33,"technician","single","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"12027",58,"retired","single","professional.course","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"8179",36,"blue-collar","single","high.school","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"19266",55,"technician","married","university.degree","no","no","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"18203",39,"technician","married","university.degree","no","yes","yes","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"29651",48,"retired","divorced","basic.4y","unknown","yes","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"25527",41,"services","divorced","high.school","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"33754",33,"admin.","divorced","university.degree","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"3355",25,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"12205",43,"technician","single","professional.course","no","no","no","telephone","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"25862",34,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"11091",40,"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"31074",40,"services","single","high.school","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"13292",32,"admin.","divorced","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"14496",53,"blue-collar","married","basic.6y","no","yes","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"32260",37,"admin.","single","university.degree","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"7419",38,"blue-collar","married","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"7933",25,"admin.","married","university.degree","no","no","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"10483",34,"blue-collar","married","professional.course","no","no","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"9085",30,"services","married","high.school","unknown","no","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"25157",37,"management","married","university.degree","no","no","no","cellular","nov","tue",2,999,1,"failure",-0.1,93.2,-42,"no"
"14147",31,"entrepreneur","married","university.degree","unknown","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"10051",44,"technician","divorced","professional.course","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"3402",50,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"310",41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"11836",58,"entrepreneur","married","basic.4y","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"34618",33,"blue-collar","single","basic.9y","unknown","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"12168",49,"blue-collar","married","basic.4y","unknown","no","no","telephone","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"35293",60,"retired","divorced","high.school","unknown","no","no","cellular","may","fri",4,999,2,"failure",-1.8,92.893,-46.2,"no"
"18663",32,"technician","married","university.degree","no","no","no","telephone","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"454",48,"admin.","married","university.degree","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"26884",36,"technician","divorced","professional.course","no","unknown","unknown","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,"no"
"3078",37,"admin.","married","unknown","no","yes","no","telephone","may","thu",5,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"34246",48,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"8665",30,"services","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"28467",34,"self-employed","single","university.degree","no","yes","no","telephone","apr","tue",6,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"28359",59,"admin.","married","high.school","no","yes","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"3556",42,"technician","divorced","professional.course","unknown","no","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"25730",39,"self-employed","married","basic.9y","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"40658",44,"management","married","university.degree","no","no","yes","cellular","sep","wed",1,999,2,"failure",-1.1,94.199,-37.5,"no"
"37786",44,"technician","divorced","high.school","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",-2.9,92.201,-31.4,"no"
"28410",45,"admin.","single","unknown","no","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"11745",55,"unknown","married","basic.4y","unknown","no","no","telephone","jun","fri",7,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"18719",41,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"30547",31,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",7,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"33079",28,"student","single","university.degree","unknown","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"20276",34,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"25219",32,"student","single","university.degree","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"22483",55,"blue-collar","married","basic.4y","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"15575",53,"technician","married","professional.course","unknown","yes","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"30476",52,"admin.","single","high.school","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"9857",33,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"34647",40,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"29271",36,"entrepreneur","married","basic.9y","no","yes","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"15417",50,"services","married","high.school","no","yes","no","cellular","jul","fri",7,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"471",42,"technician","single","professional.course","unknown","unknown","unknown","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"35579",30,"admin.","single","university.degree","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"15559",43,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"5624",43,"services","married","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"4542",38,"self-employed","single","university.degree","no","unknown","unknown","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"2216",51,"technician","married","professional.course","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"752",36,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"9188",42,"retired","married","basic.9y","unknown","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"20984",34,"technician","married","high.school","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"7343",48,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"15949",33,"admin.","divorced","high.school","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"11725",40,"services","divorced","high.school","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"745",46,"blue-collar","married","basic.9y","no","no","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"14264",36,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"13771",37,"self-employed","married","basic.9y","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"2846",48,"admin.","divorced","high.school","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23642",34,"admin.","married","university.degree","no","yes","yes","telephone","aug","thu",10,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"8937",34,"services","married","high.school","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"26414",38,"technician","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"36286",77,"management","single","basic.9y","no","no","no","cellular","jun","mon",2,999,1,"failure",-2.9,92.963,-40.8,"no"
"40216",48,"technician","married","professional.course","no","no","no","cellular","jul","tue",1,999,1,"failure",-1.7,94.215,-40.3,"no"
"26350",38,"entrepreneur","married","basic.9y","no","no","no","cellular","nov","thu",5,999,0,"nonexistent",-0.1,93.2,-42,"no"
"27287",44,"blue-collar","married","basic.6y","no","yes","yes","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,"no"
"14331",52,"blue-collar","married","unknown","no","no","yes","cellular","jul","mon",11,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"20542",48,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"39601",46,"management","married","basic.9y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,"no"
"22938",31,"technician","divorced","high.school","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"30811",33,"admin.","single","high.school","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"16146",58,"retired","married","basic.4y","no","no","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"31662",40,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"5250",23,"services","married","basic.9y","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"17626",48,"retired","married","basic.4y","unknown","no","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"21388",44,"blue-collar","married","basic.6y","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"19326",33,"technician","single","professional.course","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"29594",34,"technician","married","basic.9y","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"31424",34,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,"no"
"38299",36,"admin.","married","university.degree","no","no","no","cellular","oct","wed",2,999,0,"nonexistent",-3.4,92.431,-26.9,"no"
"6433",29,"admin.","single","basic.9y","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"11599",34,"admin.","single","high.school","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"13420",32,"admin.","married","university.degree","no","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"17938",33,"technician","married","professional.course","no","yes","yes","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"21076",29,"technician","married","university.degree","no","yes","no","telephone","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"581",53,"management","married","university.degree","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"14402",38,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"7501",30,"admin.","married","unknown","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"20993",34,"technician","married","high.school","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"32696",35,"technician","married","professional.course","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"34093",32,"services","single","high.school","no","no","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,"no"
"14113",45,"management","married","university.degree","unknown","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"34998",52,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"25500",37,"management","married","university.degree","no","yes","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,"no"
"6697",31,"admin.","married","high.school","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"37875",40,"technician","married","high.school","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,"no"
"18709",36,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"5990",28,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"9803",44,"services","married","basic.9y","unknown","no","no","telephone","jun","wed",8,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"17982",35,"management","single","university.degree","no","yes","no","cellular","jul","tue",23,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"19058",43,"management","married","university.degree","unknown","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"21094",48,"blue-collar","married","professional.course","unknown","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"15315",22,"blue-collar","single","basic.6y","no","no","no","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"13313",51,"housemaid","married","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"29141",39,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
